Id da Delegacia (RDO),Número do Bo (RDO),Ano do BO (RDO),Data do Óbito,Data do Acidente,Tipo de via,Dia do óbito,Mês do Óbito,Mês Óbito Descrição,Ano do Óbito,Ano/Mês do Óbito,Dia da Semana,Hora do Acidente,Turno,Município,Região Administrativa,Logradouro,Númeral / KM,Jurisdição,Administração,Conservação,Tipo do local da ocorrência,LAT_(GEO),LONG_(GEO),Tipo do veículo da vítima,Tipo de vítima,Local do óbito,Tipo de acidente,Sub Tipo do Acidente,Tempo entre o Acidente e o óbito,Sexo,Faixa etária,Idade da vítima,Outro Veículo Envolvido
100222,1424,2016,2016-03-28,2016-03-28,Vias Municipais,28,3,MARÇO,2016,2016.03,SEGUNDA,11:43:00,MANHA,BARRETOS,Barretos,VIA CONSELHEIRO ANTONIO PRADO,"220,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-20.5807715,-48.5558233,PEDESTRE,PEDESTRE,ESTABELECIMENTO DE SAUDE,ATROPELAMENTO,,Mesmo dia,FEMININO,70-74,73.0,
40225,1057,2016,2016-03-28,2016-03-28,Vias Municipais,28,3,MARÇO,2016,2016.03,SEGUNDA,NAO DISPONIVEL,NAO DISPONIVEL,PRAIA GRANDE,Baixada Santista,RUA DAIR BORGES,"550,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-24.0055714,-46.4165826,MOTOCICLETA,CONDUTOR,ESTABELECIMENTO DE SAUDE,CHOQUE,,Mesmo dia,MASCULINO,60-64,61.0,
60108,70,2016,2016-03-28,2016-03-28,Vias Municipais,28,3,MARÇO,2016,2016.03,SEGUNDA,10:15:00,MANHA,DUARTINA,Bauru,AVENIDA NOVE DE JULHO,NAO DISPONIVEL,MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-22.4133315,-49.4034732,PEDESTRE,PEDESTRE,VIA,ATROPELAMENTO,,Mesmo dia,MASCULINO,18-24,24.0,
10356,2571,2016,2016-03-28,2016-03-28,Vias Municipais,28,3,MARÇO,2016,2016.03,SEGUNDA,17:00:00,TARDE,SAO PAULO,Metropolitana de São Paulo,ESTRADA DE ITAPECERICA,"3850,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.660575,-46.7681557,MOTOCICLETA,CONDUTOR,VIA,CHOQUE,,Mesmo dia,MASCULINO,35-39,36.0,
10360,809,2016,2016-03-28,2016-03-28,Vias Municipais,28,3,MARÇO,2016,2016.03,SEGUNDA,5:16:00,MADRUGADA,SAO PAULO,Metropolitana de São Paulo,AVENIDA JOSE PINHEIRO BORGES,"1,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.52863,-46.44686,PEDESTRE,PEDESTRE,VIA,ATROPELAMENTO,,Mesmo dia,MASCULINO,35-39,38.0,
10105,1127,2016,2016-03-28,2016-03-28,Vias Municipais,28,3,MARÇO,2016,2016.03,SEGUNDA,7:50:00,MANHA,ITAQUAQUECETUBA,Metropolitana de São Paulo,RUA ADAMANTINA,"13,0",MUNICIPAL,PREFEITURA,PREFEITURA,NAO DISPONIVEL,-23.4316911,-46.2954598,NAO DISPONIVEL,NAO DISPONIVEL,OUTROS,NAO DISPONIVEL,,Mesmo dia,MASCULINO,75-79,78.0,
20120,3383,2016,2016-03-28,2016-03-28,Vias Municipais,28,3,MARÇO,2016,2016.03,SEGUNDA,16:12:00,TARDE,SAO PAULO,Metropolitana de São Paulo,RUA VOLUNTARIOS DA PATRIA,"4301,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.4980991,-46.6257461,PEDESTRE,PEDESTRE,ESTABELECIMENTO DE SAUDE,ATROPELAMENTO,,Mesmo dia,FEMININO,65-69,69.0,
110527,44,2016,2016-03-28,2016-03-28,Vias Municipais,28,3,MARÇO,2016,2016.03,SEGUNDA,7:30:00,MANHA,PARISI,São José do Rio Preto,VICINAL ANGELO COMAR,"6,5",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-20.335863,-49.995553,OUTROS,CONDUTOR,ESTABELECIMENTO DE SAUDE,COLISAO,,Mesmo dia,MASCULINO,50-54,54.0,
120500,2966,2016,2016-03-28,2016-03-28,Vias Municipais,28,3,MARÇO,2016,2016.03,SEGUNDA,20:38:00,NOITE,SOROCABA,Sorocaba,RUA CLAUDIO MANOEL DA COSTA,NAO DISPONIVEL,MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.5090784,-47.4578928,AUTOMOVEL,CONDUTOR,ESTABELECIMENTO DE SAUDE,CHOQUE,,Mesmo dia,MASCULINO,50-54,53.0,
120409,685,2016,2016-03-27,2016-03-27,Rodovias,27,3,MARÇO,2016,2016.03,DOMINGO,NAO DISPONIVEL,NAO DISPONIVEL,ITARARE,Itapeva,SP 281,"5,0",ESTADUAL,DER,DR02 - Itapetininga,PUBLICO,-24.060398589372273,-49.335194325622865,AUTOMOVEL,PASSAGEIRO,ESTABELECIMENTO DE SAUDE,COLISAO,FRONTAL,Mesmo dia,MASCULINO,50-54,54.0,AUTOMOVEL
40304,1611,2016,2016-03-27,2016-03-27,Rodovias,27,3,MARÇO,2016,2016.03,DOMINGO,15:20:00,TARDE,UBATUBA,São José dos Campos,BR 101,"29,9",FEDERAL,DNIT,DNIT,PUBLICO,-23.37396550954764,-44.963847021329734,MOTOCICLETA,CONDUTOR,VIA,OUTROS,TOMBAMENTO VEÍCULO DE 2 RODAS,Mesmo dia,MASCULINO,18-24,21.0,AUTOMOVEL
70942,2404,2016,2016-03-27,2016-03-27,Rodovias,27,3,MARÇO,2016,2016.03,DOMINGO,17:55:00,TARDE,CAMPINAS,Campinas,SP 348,"84,0",ESTADUAL,CONCESSIONÁRIA,AUTOBAN,PUBLICO,-23.013725,-47.085411,AUTOMOVEL,PASSAGEIRO,VIA,COLISAO,,Mesmo dia,FEMININO,70-74,72.0,
50100,518,2016,2016-03-27,2016-03-27,Rodovias,27,3,MARÇO,2016,2016.03,DOMINGO,22:28:32,NOITE,ANDRADINA,Araçatuba,SP 563,"209,45",ESTADUAL,DER,DR11 - Araçatuba,PUBLICO,-20.8403262434,-51.3006149059,AUTOMOVEL,CONDUTOR,VIA,COLISAO,,Mesmo dia,MASCULINO,55-59,58.0,
50100,518,2016,2016-03-27,2016-03-27,Rodovias,27,3,MARÇO,2016,2016.03,DOMINGO,22:28:32,NOITE,ANDRADINA,Araçatuba,SP 563,"209,45",ESTADUAL,DER,DR11 - Araçatuba,PUBLICO,-20.8403262434,-51.3006149059,AUTOMOVEL,CONDUTOR,VIA,COLISAO,,Mesmo dia,FEMININO,50-54,51.0,
50100,518,2016,2016-03-27,2016-03-27,Rodovias,27,3,MARÇO,2016,2016.03,DOMINGO,22:28:32,NOITE,ANDRADINA,Araçatuba,SP 563,"209,45",ESTADUAL,DER,DR11 - Araçatuba,PUBLICO,-20.8403262434,-51.3006149059,AUTOMOVEL,CONDUTOR,VIA,COLISAO,,Mesmo dia,MASCULINO,35-39,35.0,
50100,518,2016,2016-03-27,2016-03-27,Rodovias,27,3,MARÇO,2016,2016.03,DOMINGO,22:28:32,NOITE,ANDRADINA,Araçatuba,SP 563,"209,45",ESTADUAL,DER,DR11 - Araçatuba,PUBLICO,-20.8403262434,-51.3006149059,AUTOMOVEL,CONDUTOR,VIA,COLISAO,,Mesmo dia,MASCULINO,25-29,26.0,
50100,518,2016,2016-03-27,2016-03-27,Rodovias,27,3,MARÇO,2016,2016.03,DOMINGO,22:28:32,NOITE,ANDRADINA,Araçatuba,SP 563,"209,45",ESTADUAL,DER,DR11 - Araçatuba,PUBLICO,-20.8403262434,-51.3006149059,AUTOMOVEL,CONDUTOR,VIA,COLISAO,,Mesmo dia,MASCULINO,18-24,22.0,
50100,518,2016,2016-03-27,2016-03-27,Rodovias,27,3,MARÇO,2016,2016.03,DOMINGO,22:28:32,NOITE,ANDRADINA,Araçatuba,SP 563,"209,45",ESTADUAL,DER,DR11 - Araçatuba,PUBLICO,-20.8403262434,-51.3006149059,AUTOMOVEL,CONDUTOR,VIA,COLISAO,,Mesmo dia,FEMININO,18-24,20.0,
120516,126,2016,2016-03-27,2016-03-27,Rodovias,27,3,MARÇO,2016,2016.03,DOMINGO,17:10:00,TARDE,TAPIRAI,Sorocaba,SP 079,NAO DISPONIVEL,ESTADUAL,DER,DR02 - Itapetininga,PUBLICO,-24.0253030692,-47.5413605019,MOTOCICLETA,CONDUTOR,VIA,COLISAO,,Mesmo dia,MASCULINO,18-24,19.0,
70942,2404,2016,2016-03-27,2016-03-27,Rodovias,27,3,MARÇO,2016,2016.03,DOMINGO,17:55:00,TARDE,CAMPINAS,Campinas,SP 348,"84,0",ESTADUAL,CONCESSIONÁRIA,AUTOBAN,PUBLICO,-23.013725,-47.085411,AUTOMOVEL,PASSAGEIRO,VIA,COLISAO,,Mesmo dia,FEMININO,50-54,50.0,
80506,732,2016,2016-03-27,2016-03-27,Rodovias,27,3,MARÇO,2016,2016.03,DOMINGO,5:30:00,MADRUGADA,ASSIS,Marília,SP 270,"441,4",ESTADUAL,CONCESSIONÁRIA,CART,PUBLICO,-22.6467702282,-50.3878955299,PEDESTRE,PEDESTRE,NAO DISPONIVEL,ATROPELAMENTO,,Mesmo dia,MASCULINO,NAO DISPONIVEL,,
70934,2127,2016,2016-03-27,2016-03-27,Rodovias,27,3,MARÇO,2016,2016.03,DOMINGO,17:40:00,TARDE,ATIBAIA,Campinas,BR 381,"35,0",FEDERAL,CONCESSIONÁRIA,AUTOPISTA FERNÃO DIAS,PUBLICO,-23.0864132788,-46.5710308495,MOTOCICLETA,CONDUTOR,VIA,COLISAO,,Mesmo dia,MASCULINO,35-39,37.0,
30406,1112,2016,2016-03-27,2016-03-27,Rodovias,27,3,MARÇO,2016,2016.03,DOMINGO,5:00:00,MADRUGADA,ITAPECERICA DA SERRA,Metropolitana de São Paulo,BR 116,"286,0",FEDERAL,CONCESSIONÁRIA,AUTOPISTA REGIS BITTENCOURT,PUBLICO,-23.7010683122,-46.8694350878,PEDESTRE,PEDESTRE,VIA,ATROPELAMENTO,,Mesmo dia,FEMININO,45-49,47.0,
50227,181,2016,2016-03-27,2016-03-27,Rodovias,27,3,MARÇO,2016,2016.03,DOMINGO,22:43:32,NOITE,AURIFLAMA,Araçatuba,SP 310,"562,6",ESTADUAL,DER,DR11 - Araçatuba,PUBLICO,-20.6590433466,-50.5294594519,NAO DISPONIVEL,CONDUTOR,VIA,COLISAO,,Mesmo dia,MASCULINO,35-39,35.0,
50310,395,2016,2016-03-27,2016-03-13,Rodovias,27,3,MARÇO,2016,2016.03,DOMINGO,NAO DISPONIVEL,NAO DISPONIVEL,PENAPOLIS,Araçatuba,SP 300,"491,4",ESTADUAL,CONCESSIONÁRIA,VIARONDON,PUBLICO,-21.4467455168,-50.136953541,CAMINHAO,CONDUTOR,ESTABELECIMENTO DE SAUDE,COLISAO,,Até 30 dias,FEMININO,50-54,52.0,
50310,461,2016,2016-03-27,2016-03-27,Rodovias,27,3,MARÇO,2016,2016.03,DOMINGO,21:53:32,NOITE,ALTO ALEGRE,Araçatuba,SP 419,"24,3",ESTADUAL,DER,DR11 - Araçatuba,PUBLICO,-21.6262319592,-50.2268610556,NAO DISPONIVEL,CONDUTOR,NAO DISPONIVEL,CHOQUE,,Mesmo dia,FEMININO,45-49,49.0,
120211,447,2016,2016-03-27,2016-03-27,Vias Municipais,27,3,MARÇO,2016,2016.03,DOMINGO,12:00:00,TARDE,SAO MANUEL,Sorocaba,RUA FRANCISCO GERONIMO DA SILVA,NAO DISPONIVEL,MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-22.7295023,-48.5734126,AUTOMOVEL,CONDUTOR,VIA,CHOQUE,,Mesmo dia,MASCULINO,75-79,78.0,
80310,160,2016,2016-03-27,2016-03-26,Vias Municipais,27,3,MARÇO,2016,2016.03,SÁBADO,11:45:00,MANHA,SALTO GRANDE,Marília,RUA HUET BACELIA,NAO DISPONIVEL,MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-22.8798062,-49.9833987,PEDESTRE,PEDESTRE,ESTABELECIMENTO DE SAUDE,ATROPELAMENTO,,Dia anterior,MASCULINO,0-17,17.0,
70926,1101,2016,2016-03-27,2016-03-27,Vias Municipais,27,3,MARÇO,2016,2016.03,DOMINGO,15:50:00,TARDE,SUMARE,Campinas,RUA RODRIGO GUIMARAES AMORIM,"185,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-22.8369199,-47.2049427,MOTOCICLETA,CONDUTOR,NAO DISPONIVEL,OUTROS,,Mesmo dia,MASCULINO,30-34,33.0,
90307,342,2016,2016-03-27,2016-03-27,Vias Municipais,27,3,MARÇO,2016,2016.03,DOMINGO,NAO DISPONIVEL,NAO DISPONIVEL,SANTO ANASTACIO,Presidente Prudente,SPV 029,"4,5",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-22.077083,-51.726639,AUTOMOVEL,PASSAGEIRO,ESTABELECIMENTO DE SAUDE,OUTROS,,Mesmo dia,MASCULINO,70-74,72.0,
90415,212,2016,2016-03-27,2016-03-27,Vias Municipais,27,3,MARÇO,2016,2016.03,DOMINGO,22:05:32,NOITE,DRACENA,Presidente Prudente,ESTRADA BYRON DE AZEVEDO NOGUEIRA,"2,6",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-21.5100604,-51.5729728,MOTOCICLETA,CONDUTOR,ESTABELECIMENTO DE SAUDE,COLISAO,,Mesmo dia,MASCULINO,45-49,46.0,
30405,690,2016,2016-03-27,2016-03-27,Vias Municipais,27,3,MARÇO,2016,2016.03,DOMINGO,10:00:00,MANHA,EMBU-GUACU,Metropolitana de São Paulo,ESTRADA LUIS MENTONE,"1000,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.8592359,-46.7803903,AUTOMOVEL,CONDUTOR,VIA,CHOQUE,,Mesmo dia,MASCULINO,40-44,40.0,
10356,2519,2016,2016-03-27,2016-03-27,Vias Municipais,27,3,MARÇO,2016,2016.03,DOMINGO,4:36:00,MADRUGADA,SAO PAULO,Metropolitana de São Paulo,ESTRADA DE ITAPECERICA,"1120,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.660575,-46.7681557,AUTOMOVEL,CONDUTOR,VIA,CHOQUE,,Mesmo dia,MASCULINO,40-44,40.0,
10326,2836,2016,2016-03-27,2016-03-27,Vias Municipais,27,3,MARÇO,2016,2016.03,DOMINGO,1:40:00,MADRUGADA,SAO PAULO,Metropolitana de São Paulo,AVENIDA DO IMPERADOR,"6030,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.513762,-46.446822,PEDESTRE,PEDESTRE,ESTABELECIMENTO DE SAUDE,ATROPELAMENTO,,Mesmo dia,MASCULINO,65-69,68.0,
10226,2052,2016,2016-03-27,2016-03-27,Vias Municipais,27,3,MARÇO,2016,2016.03,DOMINGO,22:14:32,NOITE,SAO PAULO,Metropolitana de São Paulo,AVENIDA FRANCISCO DE PAULA QUINTANILHA R,"860,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.6503145,-46.643354,MOTOCICLETA,CONDUTOR,ESTABELECIMENTO DE SAUDE,COLISAO,,Mesmo dia,MASCULINO,18-24,22.0,
100441,136,2016,2016-03-26,2016-03-24,Rodovias,26,3,MARÇO,2016,2016.03,QUINTA,18:30:00,NOITE,GUATAPARA,Ribeirão Preto,SP 255,NAO DISPONIVEL,ESTADUAL,CONCESSIONÁRIA,VIAPAULISTA,PUBLICO,-21.525476938,-47.927149711,AUTOMOVEL,PASSAGEIRO,ESTABELECIMENTO DE SAUDE,COLISAO,,Até 7 dias,FEMININO,18-24,19.0,
100105,262,2016,2016-03-26,2016-03-26,Rodovias,26,3,MARÇO,2016,2016.03,SÁBADO,9:40:00,MANHA,BORBOREMA,Central,SPA 209/333,NAO DISPONIVEL,ESTADUAL,DER,DR04 - Araraquara,PUBLICO,-21.60493157,-49.073471789,BICICLETA,CONDUTOR,ESTABELECIMENTO DE SAUDE,OUTROS,,Mesmo dia,MASCULINO,70-74,72.0,
90207,118,2016,2016-03-26,2016-03-26,Rodovias,26,3,MARÇO,2016,2016.03,SÁBADO,19:30:00,NOITE,INDIANA,Presidente Prudente,SP 425,"441,0",ESTADUAL,DER,DR12 - Presidente Prudente,PUBLICO,-22.1553620018,-51.280155417,AUTOMOVEL,CONDUTOR,VIA,COLISAO,,Mesmo dia,MASCULINO,25-29,28.0,
130516,1294,2016,2016-03-26,2016-03-26,Rodovias,26,3,MARÇO,2016,2016.03,SÁBADO,20:35:00,NOITE,TAUBATE,São José dos Campos,SP 121,"4,0",ESTADUAL,DER,DR06 - Taubaté,PUBLICO,-23.2111730543,-45.4826214335,AUTOMOVEL,CONDUTOR,VIA,OUTROS,,Mesmo dia,MASCULINO,45-49,45.0,
100911,1017,2016,2016-03-26,2016-03-26,Vias Municipais,26,3,MARÇO,2016,2016.03,SÁBADO,12:00:00,TARDE,SAO CARLOS,Central,RUA PAULINO BOTELHO DE ABREU SAMPAIO,NAO DISPONIVEL,MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-22.0100576,-47.9008417,PEDESTRE,PEDESTRE,ESTABELECIMENTO DE SAUDE,ATROPELAMENTO,,Mesmo dia,NAO DISPONIVEL,70-74,73.0,
120513,314,2016,2016-03-26,2016-03-26,Vias Municipais,26,3,MARÇO,2016,2016.03,SÁBADO,22:53:32,NOITE,SALTO DE PIRAPORA,Sorocaba,ESTRADA DA BARRA,"10,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.638311,-47.678491,OUTROS,CONDUTOR,ESTABELECIMENTO DE SAUDE,COLISAO,,Mesmo dia,MASCULINO,70-74,70.0,
100908,660,2016,2016-03-26,2016-03-26,Vias Municipais,26,3,MARÇO,2016,2016.03,SÁBADO,5:42:00,MADRUGADA,ARARAQUARA,Central,RUA JOSE BARBIERI NETO,"1,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-21.7408757,-48.18635,AUTOMOVEL,CONDUTOR,VIA,CHOQUE,,Mesmo dia,MASCULINO,25-29,28.0,
100121,1106,2016,2016-03-26,2016-03-26,Vias Municipais,26,3,MARÇO,2016,2016.03,SÁBADO,21:18:32,NOITE,IBITINGA,Central,RUA CATSUMITAO,NAO DISPONIVEL,MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-21.752192,-48.797566,BICICLETA,CONDUTOR,ESTABELECIMENTO DE SAUDE,COLISAO,,Mesmo dia,MASCULINO,25-29,29.0,
30206,1742,2016,2016-03-26,2016-03-26,Vias Municipais,26,3,MARÇO,2016,2016.03,SÁBADO,17:15:00,TARDE,GUARULHOS,Metropolitana de São Paulo,VIADUTO CIDADE DE GUARULHOS,NAO DISPONIVEL,MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.4711096,-46.5181839,MOTOCICLETA,CONDUTOR,VIA,COLISAO,,Mesmo dia,MASCULINO,18-24,24.0,
10108,2280,2016,2016-03-26,2016-03-26,Vias Municipais,26,3,MARÇO,2016,2016.03,SÁBADO,17:10:00,TARDE,SAO PAULO,Metropolitana de São Paulo,RUA JOAO TEODORO,NAO DISPONIVEL,MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.5344224,-46.624724,BICICLETA,CONDUTOR,ESTABELECIMENTO DE SAUDE,COLISAO,,Mesmo dia,MASCULINO,35-39,37.0,
10216,3174,2016,2016-03-26,2016-03-26,Vias Municipais,26,3,MARÇO,2016,2016.03,SÁBADO,20:00:00,NOITE,SAO PAULO,Metropolitana de São Paulo,RUA NAPOLEAO DE BARROS,"715,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.5975281,-46.6439443,AUTOMOVEL,CONDUTOR,ESTABELECIMENTO DE SAUDE,OUTROS,,Mesmo dia,MASCULINO,70-74,72.0,
20113,2934,2016,2016-03-26,2016-03-26,Vias Municipais,26,3,MARÇO,2016,2016.03,SÁBADO,10:03:00,MANHA,SAO PAULO,Metropolitana de São Paulo,RUA DIOGO DE OLIVEIRA,"1400,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.500474,-46.6680217,MOTOCICLETA,PASSAGEIRO,ESTABELECIMENTO DE SAUDE,COLISAO,,Mesmo dia,FEMININO,30-34,34.0,
90303,399,2016,2016-03-26,2016-03-26,Vias Municipais,26,3,MARÇO,2016,2016.03,SÁBADO,19:00:00,NOITE,MIRANTE DO PARANAPANEMA,Presidente Prudente,ESTRADA ASSENTAMENTO SANTA ROSA,NAO DISPONIVEL,MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,,,MOTOCICLETA,CONDUTOR,ESTABELECIMENTO DE SAUDE,CHOQUE,OUTROS,Mesmo dia,MASCULINO,30-34,34.0,NÃO HÁ
120312,893,2016,2016-03-26,2016-03-26,Vias Municipais,26,3,MARÇO,2016,2016.03,SÁBADO,20:00:00,NOITE,BOITUVA,Sorocaba,ESTRADA BOITUVA CERQUILHO,NAO DISPONIVEL,MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.2514997,-47.6880884,PEDESTRE,PEDESTRE,ESTABELECIMENTO DE SAUDE,ATROPELAMENTO,,Mesmo dia,MASCULINO,NAO DISPONIVEL,,
70014,2683,2016,2016-03-25,2016-03-25,Rodovias,25,3,MARÇO,2016,2016.03,SEXTA,NAO DISPONIVEL,NAO DISPONIVEL,CAMPINAS,Campinas,SPA 135/065,"0,9",ESTADUAL,DER,DR01 - Campinas,PUBLICO,-22.853174022,-47.043345497,PEDESTRE,PEDESTRE,ESTABELECIMENTO DE SAUDE,ATROPELAMENTO,,Mesmo dia,MASCULINO,80 ou mais,83.0,
70612,157,2016,2016-03-25,2016-03-25,Rodovias,25,3,MARÇO,2016,2016.03,SEXTA,7:44:00,MANHA,TORRINHA,Campinas,SP 197,"14,5",ESTADUAL,DER,DR13 - Rio Claro,PUBLICO,-22.4022876093,-48.1461865746,MOTOCICLETA,CONDUTOR,VIA,COLISAO,,Mesmo dia,MASCULINO,30-34,31.0,
80506,719,2016,2016-03-25,2016-03-25,Rodovias,25,3,MARÇO,2016,2016.03,SEXTA,NAO DISPONIVEL,NAO DISPONIVEL,ASSIS,Marília,SP 270,NAO DISPONIVEL,ESTADUAL,CONCESSIONÁRIA,CART,NAO DISPONIVEL,-22.637954898,-50.4127745234,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,,Mesmo dia,MASCULINO,18-24,24.0,
40204,1075,2016,2016-03-25,2016-03-25,Rodovias,25,3,MARÇO,2016,2016.03,SEXTA,9:20:00,MANHA,BERTIOGA,Baixada Santista,SP 098,NAO DISPONIVEL,ESTADUAL,DER,DR10 - São Paulo,PUBLICO,-23.7523971513,-46.0393331257,CAMINHAO,PASSAGEIRO,ESTABELECIMENTO DE SAUDE,CHOQUE,,Mesmo dia,MASCULINO,45-49,45.0,
120312,877,2016,2016-03-25,2016-03-25,Rodovias,25,3,MARÇO,2016,2016.03,SEXTA,NAO DISPONIVEL,NAO DISPONIVEL,PORTO FELIZ,Sorocaba,SP 129,NAO DISPONIVEL,ESTADUAL,DER,DR02 - Itapetininga,PUBLICO,-23.2265239,-47.5683392,MOTOCICLETA,PASSAGEIRO,VIA,OUTROS,TOMBAMENTO VEÍCULO DE 2 RODAS,Mesmo dia,FEMININO,18-24,24.0,AUTOMOVEL
130514,397,2016,2016-03-25,2016-03-25,Rodovias,25,3,MARÇO,2016,2016.03,SEXTA,22:08:32,NOITE,GUARATINGUETA,São José dos Campos,BR 116,"64,0",FEDERAL,CONCESSIONÁRIA,NOVADUTRA,PUBLICO,-22.8115744122,-45.1776010094,BICICLETA,CONDUTOR,VIA,COLISAO,,Mesmo dia,MASCULINO,45-49,47.0,
120610,1131,2016,2016-03-25,2016-03-25,Rodovias,25,3,MARÇO,2016,2016.03,SEXTA,16:55:00,TARDE,ITU,Sorocaba,SP 312,"93,0",ESTADUAL,DER,DR10 - São Paulo,PUBLICO,-23.2621689904,-47.2596144744,BICICLETA,CONDUTOR,ESTABELECIMENTO DE SAUDE,COLISAO,,Mesmo dia,MASCULINO,35-39,37.0,
130312,1871,2016,2016-03-25,2016-03-25,Rodovias,25,3,MARÇO,2016,2016.03,SEXTA,15:30:00,TARDE,SAO JOSE DOS CAMPOS,São José dos Campos,SP 099,NAO DISPONIVEL,ESTADUAL,NAO DISPONIVEL,NAO DISPONIVEL,PUBLICO,-23.249639196,-45.854194022,MOTOCICLETA,CONDUTOR,VIA,COLISAO,,Mesmo dia,MASCULINO,60-64,63.0,
80212,109,2016,2016-03-25,2016-03-25,Rodovias,25,3,MARÇO,2016,2016.03,SEXTA,10:50:00,MANHA,ORIENTE,Marília,SP 294,NAO DISPONIVEL,ESTADUAL,DER,DR07 - Assis,PUBLICO,-22.1553889045,-50.0919163278,AUTOMOVEL,CONDUTOR,VIA,COLISAO,,Mesmo dia,MASCULINO,45-49,45.0,
130517,670,2016,2016-03-25,2016-03-25,Vias Municipais,25,3,MARÇO,2016,2016.03,SEXTA,19:45:00,NOITE,PINDAMONHANGABA,São José dos Campos,ESTRADA MUNICIPAL DO BORBA,"3650,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-22.969071,-45.439216,MOTOCICLETA,NAO DISPONIVEL,ESTABELECIMENTO DE SAUDE,COLISAO,,Mesmo dia,MASCULINO,30-34,30.0,
804229,1209,2016,2016-03-25,2016-03-25,Vias Municipais,25,3,MARÇO,2016,2016.03,SEXTA,1:15:00,MADRUGADA,TUPA,Marília,VICINAL ADELMO PIVA,NAO DISPONIVEL,MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-21.953213,-50.555833,AUTOMOVEL,CONDUTOR,VIA,CHOQUE,,Mesmo dia,MASCULINO,50-54,53.0,
90626,287,2016,2016-03-25,2016-03-25,Vias Municipais,25,3,MARÇO,2016,2016.03,SEXTA,8:00:00,MANHA,OSVALDO CRUZ,Presidente Prudente,VICINAL OSVALDO CRUZ,"2,5",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-21.7882797,-50.8870627,MOTOCICLETA,CONDUTOR,ESTABELECIMENTO DE SAUDE,CHOQUE,,Mesmo dia,NAO DISPONIVEL,18-24,21.0,
100218,122,2016,2016-03-25,2016-03-25,Vias Municipais,25,3,MARÇO,2016,2016.03,SEXTA,23:38:32,NOITE,CAJOBI,Barretos,VICINAL FRANCISCO CASTRO JUNIOR,"200,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-20.87776,-48.806791,PEDESTRE,PEDESTRE,ESTABELECIMENTO DE SAUDE,ATROPELAMENTO,,Mesmo dia,MASCULINO,55-59,55.0,
70924,3561,2016,2016-03-25,2016-03-25,Vias Municipais,25,3,MARÇO,2016,2016.03,SEXTA,18:30:00,NOITE,RIO CLARO,Campinas,AVENIDA 29,NAO DISPONIVEL,MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-22.4237844,-47.5615932,MOTOCICLETA,CONDUTOR,VIA,COLISAO,,Mesmo dia,MASCULINO,55-59,55.0,
30217,2185,2016,2016-03-25,2016-03-25,Vias Municipais,25,3,MARÇO,2016,2016.03,SEXTA,5:15:00,MADRUGADA,GUARULHOS,Metropolitana de São Paulo,RUA CERRO AZUL,"595,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.3925327,-46.4400246,PEDESTRE,PEDESTRE,ESTABELECIMENTO DE SAUDE,ATROPELAMENTO,,Mesmo dia,MASCULINO,0-17,3.0,
