Id da Delegacia (RDO),Número do Bo (RDO),Ano do BO (RDO),Data do Óbito,Data do Acidente,Tipo de via,Dia do óbito,Mês do Óbito,Mês Óbito Descrição,Ano do Óbito,Ano/Mês do Óbito,Dia da Semana,Hora do Acidente,Turno,Município,Região Administrativa,Logradouro,Númeral / KM,Jurisdição,Administração,Conservação,Tipo do local da ocorrência,LAT_(GEO),LONG_(GEO),Tipo do veículo da vítima,Tipo de vítima,Local do óbito,Tipo de acidente,Sub Tipo do Acidente,Tempo entre o Acidente e o óbito,Sexo,Faixa etária,Idade da vítima,Outro Veículo Envolvido
120514,889,2020,2020-04-30,2020-04-30,Rodovias,30,4,ABRIL,2020,2020.04,QUINTA,17:30:00,TARDE,ARACARIGUAMA,Sorocaba,SP 280,"50,0",ESTADUAL,CONCESSIONÁRIA,VIAOESTE,PUBLICO,-23.439186356765852,-47.06594547987233,ONIBUS,CONDUTOR,VIA,CHOQUE,VEÍCULO ESTACIONADO,Mesmo dia,MASCULINO,45-49,48.0,ONIBUS
120514,889,2020,2020-04-30,2020-04-30,Rodovias,30,4,ABRIL,2020,2020.04,QUINTA,17:30:00,TARDE,ARACARIGUAMA,Sorocaba,SP 280,"50,0",ESTADUAL,CONCESSIONÁRIA,VIAOESTE,PUBLICO,-23.439186356765852,-47.06594547987233,ONIBUS,PASSAGEIRO,ESTABELECIMENTO DE SAUDE,CHOQUE,VEÍCULO ESTACIONADO,Mesmo dia,MASCULINO,35-39,36.0,ONIBUS
110429,3887,2020,2020-04-30,2020-04-17,Rodovias,30,4,ABRIL,2020,2020.04,SEXTA,3:50:00,MADRUGADA,SAO JOSE DO RIO PRETO,São José do Rio Preto,BR 153,"57,5",FEDERAL,CONCESSIONÁRIA,TRANSBRASILIANA,PUBLICO,-20.77253231179157,-49.3508630750079,MOTOCICLETA,CONDUTOR,ESTABELECIMENTO DE SAUDE,CHOQUE,DEFENSA / BARREIRA,Até 30 dias,MASCULINO,25-29,26.0,NÃO HÁ
30309,1745,2020,2020-04-30,2020-04-30,Rodovias,30,4,ABRIL,2020,2020.04,QUINTA,18:30:00,NOITE,SUZANO,Metropolitana de São Paulo,SP 021,"110,0",ESTADUAL,CONCESSIONÁRIA,SPMAR,PUBLICO,-23.56657969770508,-46.3421992367278,PEDESTRE,PEDESTRE,VIA,ATROPELAMENTO,CRUZANDO A VIA,Mesmo dia,MASCULINO,NAO DISPONIVEL,,AUTOMOVEL
70923,1373,2020,2020-04-30,2020-04-30,Vias Municipais,30,4,ABRIL,2020,2020.04,QUINTA,17:50:00,TARDE,LIMEIRA,Campinas,RUA ITAPEMA,"481,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-22.552483,-47.405759,BICICLETA,CONDUTOR,VIA,CHOQUE,MURO/PAREDE/TALUDE,Mesmo dia,FEMININO,30-34,30.0,NÃO HÁ
30221,851,2020,2020-04-30,2020-04-30,Vias Municipais,30,4,ABRIL,2020,2020.04,QUINTA,15:05:00,TARDE,GUARULHOS,Metropolitana de São Paulo,RUA JAMIL JOAO ZARIFE,"100,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.429836,-46.50151,MOTOCICLETA,CONDUTOR,VIA,NAO DISPONIVEL,NAO DISPONIVEL,Mesmo dia,MASCULINO,50-54,54.0,NAO DISPONIVEL
10358,973,2020,2020-04-30,2020-04-30,Vias Municipais,30,4,ABRIL,2020,2020.04,QUINTA,14:30:00,TARDE,SAO PAULO,Metropolitana de São Paulo,AVENIDA ANCHIETA,"1300,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.613014,-46.600755,MOTOCICLETA,CONDUTOR,VIA,COLISAO,LATERAL,Mesmo dia,MASCULINO,30-34,30.0,CAMINHAO
110709,474,2020,2020-04-30,2020-04-30,Vias Municipais,30,4,ABRIL,2020,2020.04,QUINTA,16:57:00,TARDE,FERNANDOPOLIS,São José do Rio Preto,RUA TUPA,"748,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-20.265387,-50.265075,MOTOCICLETA,CONDUTOR,ESTABELECIMENTO DE SAUDE,OUTROS,TOMBAMENTO VEÍCULO DE 2 RODAS,Mesmo dia,MASCULINO,50-54,51.0,NAO DISPONIVEL
120300,2605,2020,2020-04-30,2020-04-30,Vias Municipais,30,4,ABRIL,2020,2020.04,QUINTA,19:20:00,NOITE,ITAPETININGA,Sorocaba,RUA SALVADOR DE OLIVEIRA LEME,"455,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.588393,-48.035503,MOTOCICLETA,CONDUTOR,VIA,COLISAO,LATERAL,Mesmo dia,MASCULINO,25-29,28.0,AUTOMOVEL
30217,1861,2020,2020-04-30,2020-04-30,Vias Municipais,30,4,ABRIL,2020,2020.04,QUINTA,17:50:00,TARDE,SAO PAULO,Metropolitana de São Paulo,AVENIDA CORONEL SEZEFREDO FAGUNDES,"5089,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.440805,-46.59295,BICICLETA,CONDUTOR,ESTABELECIMENTO DE SAUDE,COLISAO,TRASEIRA,Mesmo dia,MASCULINO,18-24,18.0,CAMINHAO
70942,2070,2020,2020-04-29,2020-04-29,Rodovias,29,4,ABRIL,2020,2020.04,QUARTA,22:00:00,NOITE,CAMPINAS,Campinas,SP 348,"84,0",ESTADUAL,CONCESSIONÁRIA,AUTOBAN,PUBLICO,-23.013316379264033,-47.086045964659476,CAMINHAO,CONDUTOR,ESTABELECIMENTO DE SAUDE,COLISAO,TRASEIRA,Mesmo dia,MASCULINO,55-59,55.0,CAMINHAO
310101,512,2020,2020-04-29,2020-04-29,Rodovias,29,4,ABRIL,2020,2020.04,QUARTA,21:20:00,NOITE,CAJATI,Registro,BR 116,"496,0",FEDERAL,CONCESSIONÁRIA,AUTOPISTA REGIS BITTENCOURT,PUBLICO,-24.765172066154882,-48.167344375616345,PEDESTRE,PEDESTRE,VIA,ATROPELAMENTO,ANDANDO NA VIA / ACOSTAMENTO,Mesmo dia,MASCULINO,NAO DISPONIVEL,,AUTOMOVEL
120118,510,2020,2020-04-29,2020-04-29,Vias Municipais,29,4,ABRIL,2020,2020.04,QUARTA,NAO DISPONIVEL,NAO DISPONIVEL,PIRAJU,Itapeva,RUA ESALDIVAR SERRA BRAGA,"9999,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.190259,-49.383569,CAMINHAO,CONDUTOR,VIA,CHOQUE,MURO/PAREDE/TALUDE,Mesmo dia,MASCULINO,25-29,29.0,NÃO HÁ
130202,256,2020,2020-04-29,2020-04-29,Vias Municipais,29,4,ABRIL,2020,2020.04,QUARTA,9:00:00,MANHA,CUNHA,São José dos Campos,IGNACIO BEBIANO DOS REIS,"22,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,,,AUTOMOVEL,CONDUTOR,VIA,CHOQUE,OUTROS,Mesmo dia,MASCULINO,55-59,55.0,NÃO HÁ
30304,2784,2020,2020-04-29,2020-04-29,Vias Municipais,29,4,ABRIL,2020,2020.04,QUARTA,19:40:00,NOITE,ITAQUAQUECETUBA,Metropolitana de São Paulo,ESTRADA SANTA ISABEL,"0,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.477436,-46.350366,MOTOCICLETA,CONDUTOR,VIA,COLISAO,FRONTAL,Mesmo dia,MASCULINO,45-49,48.0,AUTOMOVEL
10335,1839,2020,2020-04-29,2020-04-29,Vias Municipais,29,4,ABRIL,2020,2020.04,QUARTA,22:30:00,NOITE,SAO PAULO,Metropolitana de São Paulo,AVENIDA SANTA INES,"1781,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.464867,-46.632645,MOTOCICLETA,CONDUTOR,VIA,COLISAO,FRONTAL,Mesmo dia,MASCULINO,0-17,17.0,ONIBUS
80504,3701,2020,2020-04-29,2020-04-29,Vias Municipais,29,4,ABRIL,2020,2020.04,QUARTA,18:46:00,NOITE,GUAIMBE,Bauru,VICINAL GUAIMBE-LINS,"1,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,,,AUTOMOVEL,CONDUTOR,ESTABELECIMENTO DE SAUDE,OUTROS,CAPOTAMENTO,Mesmo dia,MASCULINO,50-54,54.0,NÃO HÁ
30403,2102,2020,2020-04-28,2020-04-28,Rodovias,28,4,ABRIL,2020,2020.04,TERÇA,17:05:00,TARDE,COTIA,Metropolitana de São Paulo,SP 270,"27,0",ESTADUAL,DER,DR10 - São Paulo,PUBLICO,-23.596188233872006,-46.865939140872364,MOTOCICLETA,CONDUTOR,ESTABELECIMENTO DE SAUDE,CHOQUE,NAO DISPONIVEL,Mesmo dia,MASCULINO,18-24,19.0,NÃO HÁ
30415,1067,2020,2020-04-28,2020-04-28,Vias Municipais,28,4,ABRIL,2020,2020.04,TERÇA,15:05:00,TARDE,SANTANA DE PARNAIBA,Metropolitana de São Paulo,RUA CONSTANTINOPLA,"454,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.481333,-46.896832,BICICLETA,CONDUTOR,ESTABELECIMENTO DE SAUDE,OUTROS,TOMBAMENTO VEÍCULO DE 2 RODAS,Mesmo dia,MASCULINO,0-17,17.0,CAMINHAO
120509,439,2020,2020-04-28,2020-04-28,Vias Municipais,28,4,ABRIL,2020,2020.04,TERÇA,21:46:00,NOITE,PIEDADE,Sorocaba,RUA RAIMUNDO NONATO LEITE,"333,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.706321,-47.422206,AUTOMOVEL,PASSAGEIRO,ESTABELECIMENTO DE SAUDE,CHOQUE,POSTE,Mesmo dia,FEMININO,65-69,66.0,NÃO HÁ
30203,1281,2020,2020-04-28,2020-04-28,Vias Municipais,28,4,ABRIL,2020,2020.04,TERÇA,20:50:00,NOITE,FRANCISCO MORATO,Metropolitana de São Paulo,RUA CAMPINAS,"150,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,,,BICICLETA,CONDUTOR,ESTABELECIMENTO DE SAUDE,CHOQUE,MURO/PAREDE/TALUDE,Mesmo dia,MASCULINO,0-17,15.0,NÃO HÁ
30105,857,2020,2020-04-28,2020-04-28,Vias Municipais,28,4,ABRIL,2020,2020.04,TERÇA,15:30:00,TARDE,SANTO ANDRE,Metropolitana de São Paulo,TRAVESSA GERLDO MILANO,"10,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.654621,-46.548003,AUTOMOVEL,CONDUTOR,ESTABELECIMENTO DE SAUDE,NAO DISPONIVEL,NAO DISPONIVEL,Mesmo dia,MASCULINO,40-44,41.0,NAO DISPONIVEL
100919,6984,2020,2020-04-27,2020-04-26,Rodovias,27,4,ABRIL,2020,2020.04,DOMINGO,21:30:00,NOITE,RIBEIRAO PRETO,Ribeirão Preto,SP 328,"335,0",ESTADUAL,CONCESSIONÁRIA,ENTREVIAS,PUBLICO,-21.10625045077062,-47.80918392727402,MOTOCICLETA,NAO DISPONIVEL,ESTABELECIMENTO DE SAUDE,COLISAO,TRASEIRA,Dia anterior,MASCULINO,50-54,53.0,AUTOMOVEL
40110,288,2020,2020-04-27,2020-04-27,Rodovias,27,4,ABRIL,2020,2020.04,SEGUNDA,18:30:00,NOITE,SETE BARRAS,Registro,SP 165,"40,3",ESTADUAL,DER,DR05 - Cubatão,PUBLICO,-24.3716967,-47.9346474,BICICLETA,CONDUTOR,VIA,COLISAO,LATERAL,Mesmo dia,MASCULINO,NAO DISPONIVEL,,NAO DISPONIVEL
120509,436,2020,2020-04-27,2020-04-27,Rodovias,27,4,ABRIL,2020,2020.04,SEGUNDA,14:00:00,TARDE,PIEDADE,Sorocaba,SP 079,"128,1",ESTADUAL,DER,DR02 - Itapetininga,PUBLICO,-23.792208232499092,-47.44519313754653,MOTOCICLETA,CONDUTOR,ESTABELECIMENTO DE SAUDE,COLISAO,LATERAL,Mesmo dia,MASCULINO,35-39,36.0,CAMINHAO
100525,214,2020,2020-04-27,2020-04-27,Rodovias,27,4,ABRIL,2020,2020.04,SEGUNDA,0:58:00,MADRUGADA,SANTA RITA DO PASSA QUATRO,Central,SP 330,"252,1",ESTADUAL,CONCESSIONÁRIA,VIAPAULISTA,PUBLICO,-21.667007662692093,-47.60771139795446,CAMINHAO,CONDUTOR,VIA,COLISAO,TRASEIRA,Mesmo dia,MASCULINO,60-64,61.0,CAMINHAO
120512,721,2020,2020-04-27,2020-04-27,Rodovias,27,4,ABRIL,2020,2020.04,SEGUNDA,7:30:00,MANHA,SALTO,Sorocaba,SP 308,"103,0",ESTADUAL,DER,DR02 - Itapetininga,PUBLICO,-23.205657800359003,-47.322496737009175,CAMINHAO,CONDUTOR,VIA,COLISAO,LATERAL,Mesmo dia,MASCULINO,65-69,69.0,CAMINHAO
70922,1458,2020,2020-04-27,2020-04-25,NAO DISPONIVEL,27,4,ABRIL,2020,2020.04,SÁBADO,19:00:00,NOITE,PIRACICABA,Campinas,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,,,MOTOCICLETA,NAO DISPONIVEL,ESTABELECIMENTO DE SAUDE,NAO DISPONIVEL,NAO DISPONIVEL,Até 7 dias,MASCULINO,45-49,46.0,NAO DISPONIVEL
70946,1502,2020,2020-04-27,2020-04-19,Rodovias,27,4,ABRIL,2020,2020.04,DOMINGO,6:30:00,MANHA,JUNDIAI,Campinas,SP 332,"65,8",ESTADUAL,DER,PREFEITURA,PUBLICO,-23.175121268170837,-46.898780730083416,MOTOCICLETA,CONDUTOR,ESTABELECIMENTO DE SAUDE,COLISAO,TRANSVERSAL,Até 30 dias,MASCULINO,18-24,22.0,ONIBUS
120505,1119,2020,2020-04-27,2020-04-27,Rodovias,27,4,ABRIL,2020,2020.04,SEGUNDA,11:50:00,MANHA,IBIUNA,Sorocaba,SP 250,"85,5",ESTADUAL,DER,DR02 - Itapetininga,PUBLICO,-23.678622640510593,-47.338002027276005,MOTOCICLETA,CONDUTOR,VIA,COLISAO,FRONTAL,Mesmo dia,MASCULINO,30-34,31.0,AUTOMOVEL
100108,125,2020,2020-04-27,2020-04-27,Rodovias,27,4,ABRIL,2020,2020.04,SEGUNDA,5:50:00,MADRUGADA,FERNANDO PRESTES,Central,SP 310,"345,0",ESTADUAL,CONCESSIONÁRIA,TRIÂNGULO DO SOL,PUBLICO,-21.39049394196541,-48.72120140251531,CAMINHAO,CONDUTOR,ESTABELECIMENTO DE SAUDE,COLISAO,TRASEIRA,Mesmo dia,MASCULINO,18-24,23.0,CAMINHAO
10336,2991,2020,2020-04-27,2020-04-27,Rodovias,27,4,ABRIL,2020,2020.04,SEGUNDA,NAO DISPONIVEL,NAO DISPONIVEL,SAO PAULO,Metropolitana de São Paulo,BR 381,"86,0",FEDERAL,CONCESSIONÁRIA,AUTOPISTA FERNÃO DIAS,PUBLICO,-23.466400295928146,-46.57149451647865,PEDESTRE,PEDESTRE,VIA,ATROPELAMENTO,ANDANDO NA VIA / ACOSTAMENTO,Mesmo dia,FEMININO,0-17,13.0,AUTOMOVEL
30208,425,2020,2020-04-27,2020-04-26,Rodovias,27,4,ABRIL,2020,2020.04,DOMINGO,NAO DISPONIVEL,NAO DISPONIVEL,GUARULHOS,Metropolitana de São Paulo,SP 019,NAO DISPONIVEL,ESTADUAL,CONCESSIONÁRIA,ECOPISTAS,PUBLICO,,,PEDESTRE,PEDESTRE,ESTABELECIMENTO DE SAUDE,ATROPELAMENTO,NAO DISPONIVEL,Dia anterior,MASCULINO,40-44,40.0,NAO DISPONIVEL
10356,2740,2020,2020-04-27,2020-04-27,Vias Municipais,27,4,ABRIL,2020,2020.04,SEGUNDA,0:30:00,MADRUGADA,SAO PAULO,Metropolitana de São Paulo,ESTRADA VELHA DE ITAPECERICA,"1,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.618829,-46.758381,MOTOCICLETA,CONDUTOR,ESTABELECIMENTO DE SAUDE,NAO DISPONIVEL,NAO DISPONIVEL,Mesmo dia,MASCULINO,18-24,21.0,NÃO HÁ
100909,2425,2020,2020-04-27,2020-04-27,Vias Municipais,27,4,ABRIL,2020,2020.04,SEGUNDA,6:53:00,MANHA,BARRETOS,Barretos,RUA QUATORZE,"1,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-20.576763,-48.553408,PEDESTRE,PEDESTRE,ESTABELECIMENTO DE SAUDE,ATROPELAMENTO,CRUZANDO A VIA,Mesmo dia,MASCULINO,60-64,64.0,AUTOMOVEL
70112,666,2020,2020-04-27,2020-04-27,Vias Municipais,27,4,ABRIL,2020,2020.04,SEGUNDA,NAO DISPONIVEL,NAO DISPONIVEL,SOCORRO,Campinas,JOSE VICENTE LOMONICO,"4,0",MUNICIPAL,PREFEITURA,PREFEITURA,PRIVADO,-22.533014,-46.475997,PEDESTRE,PEDESTRE,ESTABELECIMENTO DE SAUDE,ATROPELAMENTO,NAO DISPONIVEL,Mesmo dia,FEMININO,80 ou mais,86.0,AUTOMOVEL
10353,2020,2020,2020-04-27,2020-04-23,Vias Municipais,27,4,ABRIL,2020,2020.04,QUINTA,19:30:00,NOITE,SAO PAULO,Metropolitana de São Paulo,RUA MOISES DE CORENA,"1401,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.593521,-46.397396,PEDESTRE,PEDESTRE,ESTABELECIMENTO DE SAUDE,ATROPELAMENTO,NAO DISPONIVEL,Até 7 dias,MASCULINO,40-44,42.0,AUTOMOVEL
10352,990,2020,2020-04-27,2020-04-27,Vias Municipais,27,4,ABRIL,2020,2020.04,SEGUNDA,16:30:00,TARDE,SAO PAULO,Metropolitana de São Paulo,AVENIDA OTAVIANO ALVES DE LIMA,"4000,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.507026,-46.69748,AUTOMOVEL,CONDUTOR,VIA,CHOQUE,DEFENSA / BARREIRA,Mesmo dia,MASCULINO,35-39,36.0,NÃO HÁ
120212,516,2020,2020-04-26,2020-04-26,Rodovias,26,4,ABRIL,2020,2020.04,DOMINGO,18:40:00,NOITE,TIETE,Sorocaba,SP 127,"83,2",ESTADUAL,CONCESSIONÁRIA,COLINAS,PUBLICO,-23.117209860160113,-47.717948727755804,AUTOMOVEL,CONDUTOR,VIA,CHOQUE,DEFENSA / BARREIRA,Mesmo dia,NAO DISPONIVEL,NAO DISPONIVEL,,NÃO HÁ
130508,1082,2020,2020-04-26,2020-04-07,NAO DISPONIVEL,26,4,ABRIL,2020,2020.04,TERÇA,2:15:00,MADRUGADA,SAO JOSE DOS CAMPOS,São José dos Campos,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,,,PEDESTRE,PEDESTRE,ESTABELECIMENTO DE SAUDE,ATROPELAMENTO,NAO DISPONIVEL,Até 30 dias,MASCULINO,80 ou mais,87.0,NAO DISPONIVEL
30212,2110,2020,2020-04-26,2020-04-26,Rodovias,26,4,ABRIL,2020,2020.04,DOMINGO,23:20:00,NOITE,GUARULHOS,Metropolitana de São Paulo,SP 070,"25,0",ESTADUAL,CONCESSIONÁRIA,ECOPISTAS,PUBLICO,-23.477925195665108,-46.44005393240994,MOTOCICLETA,CONDUTOR,VIA,COLISAO,NAO DISPONIVEL,Mesmo dia,MASCULINO,40-44,41.0,NAO DISPONIVEL
10247,3490,2020,2020-04-26,2020-04-26,Vias Municipais,26,4,ABRIL,2020,2020.04,DOMINGO,23:35:00,NOITE,SAO PAULO,Metropolitana de São Paulo,ESTRADA GUAVIRUTUBA,"417,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.683894,-46.760885,AUTOMOVEL,PASSAGEIRO,ESTABELECIMENTO DE SAUDE,CHOQUE,ÁRVORE,Mesmo dia,MASCULINO,18-24,19.0,NÃO HÁ
30404,860,2020,2020-04-26,2020-04-26,Vias Municipais,26,4,ABRIL,2020,2020.04,DOMINGO,8:23:00,MANHA,EMBU DAS ARTES,Metropolitana de São Paulo,AVENIDA ROTARY,"2191,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.64846,-46.820827,PEDESTRE,PEDESTRE,ESTABELECIMENTO DE SAUDE,ATROPELAMENTO,NAO DISPONIVEL,Mesmo dia,FEMININO,50-54,50.0,CAMINHAO
70942,2044,2020,2020-04-26,2020-04-26,Vias Municipais,26,4,ABRIL,2020,2020.04,DOMINGO,21:08:00,NOITE,CAMPINAS,Campinas,AVENIDA PAULO PROVENZA SOBRINHO,"1320,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-22.927697,-47.112492,PEDESTRE,PEDESTRE,VIA,ATROPELAMENTO,NAO DISPONIVEL,Mesmo dia,MASCULINO,55-59,55.0,NAO DISPONIVEL
10247,3479,2020,2020-04-26,2020-04-25,Vias Municipais,26,4,ABRIL,2020,2020.04,SÁBADO,21:56:00,NOITE,SAO PAULO,Metropolitana de São Paulo,ESTRADA PIRAJUSSARA VALO VELHO,"302,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.6415,-46.781185,AUTOMOVEL,CONDUTOR,ESTABELECIMENTO DE SAUDE,CHOQUE,POSTE,Dia anterior,MASCULINO,30-34,30.0,NÃO HÁ
70925,768,2020,2020-04-26,2020-04-26,Vias Municipais,26,4,ABRIL,2020,2020.04,DOMINGO,22:18:00,NOITE,SANTA BARBARA D OESTE,Campinas,AVENIDA VEREADOR ANTONIO CARLOS DE SOUZA,"1,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,,,MOTOCICLETA,CONDUTOR,ESTABELECIMENTO DE SAUDE,CHOQUE,POSTE,Mesmo dia,MASCULINO,25-29,27.0,NÃO HÁ
120610,902,2020,2020-04-26,2020-04-26,Vias Municipais,26,4,ABRIL,2020,2020.04,DOMINGO,0:21:00,MADRUGADA,ITU,Sorocaba,AVENIDA DOS SONHOS,NAO DISPONIVEL,MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,,,MOTOCICLETA,CONDUTOR,OUTROS,OUTROS,TOMBAMENTO VEÍCULO DE 2 RODAS,Mesmo dia,MASCULINO,25-29,28.0,NÃO HÁ
30309,1702,2020,2020-04-26,2020-04-26,Vias Municipais,26,4,ABRIL,2020,2020.04,DOMINGO,1:05:00,MADRUGADA,SUZANO,Metropolitana de São Paulo,AVENIDA KATISUTOSHI NAITO,"1,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.511901,-46.300538,AUTOMOVEL,CONDUTOR,VIA,CHOQUE,ÁRVORE,Mesmo dia,MASCULINO,18-24,22.0,NÃO HÁ
60123,866,2020,2020-04-26,2020-04-26,Vias Municipais,26,4,ABRIL,2020,2020.04,DOMINGO,20:21:00,NOITE,MACATUBA,Bauru,RODOVIA LAURO PERAGOLLI,"12,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,,,AUTOMOVEL,CONDUTOR,OUTROS,OUTROS,CAPOTAMENTO,Mesmo dia,MASCULINO,60-64,61.0,NÃO HÁ
80505,783,2020,2020-04-26,2020-04-26,Vias Municipais,26,4,ABRIL,2020,2020.04,DOMINGO,21:30:00,NOITE,OURINHOS,Marília,RUA LIDIO CASSIOLATO,"101,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-22.958831,-49.879303,MOTOCICLETA,CONDUTOR,VIA,CHOQUE,POSTE,Mesmo dia,MASCULINO,35-39,39.0,NÃO HÁ
50100,494,2020,2020-04-26,2020-04-26,Vias Municipais,26,4,ABRIL,2020,2020.04,DOMINGO,18:54:00,NOITE,ANDRADINA,Araçatuba,ESTRADA SEBASTIAO LOURENCO DA SILVA,"4,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-20.907182,-51.367142,BICICLETA,CONDUTOR,VIA,COLISAO,NAO DISPONIVEL,Mesmo dia,MASCULINO,45-49,45.0,AUTOMOVEL
70922,1444,2020,2020-04-26,2020-04-26,Vias Municipais,26,4,ABRIL,2020,2020.04,DOMINGO,14:30:00,TARDE,PIRACICABA,Campinas,AVENIDA COMENDADOR LUCIANO GUIDOTE,"2900,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-22.757309,-47.645048,AUTOMOVEL,CONDUTOR,OUTROS,OUTROS,CAPOTAMENTO,Mesmo dia,MASCULINO,25-29,27.0,NÃO HÁ
100919,6964,2020,2020-04-25,2020-04-25,Rodovias,25,4,ABRIL,2020,2020.04,SÁBADO,20:15:00,NOITE,RIBEIRAO PRETO,Ribeirão Preto,SP 334,"319,0",ESTADUAL,CONCESSIONÁRIA,VIAPAULISTA,PUBLICO,-21.109421964544104,-47.773321549008415,BICICLETA,CONDUTOR,VIA,COLISAO,FRONTAL,Mesmo dia,MASCULINO,55-59,57.0,AUTOMOVEL
110406,328,2020,2020-04-25,2020-04-25,Rodovias,25,4,ABRIL,2020,2020.04,SÁBADO,3:11:00,MADRUGADA,BADY BASSITT,São José do Rio Preto,SP 355,"1,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-20.90761486076381,-49.44295743534163,MOTOCICLETA,CONDUTOR,VIA,CHOQUE,PLACA DE SINALIZAÇÃO,Mesmo dia,MASCULINO,35-39,39.0,NÃO HÁ
40202,448,2020,2020-04-25,2020-04-25,Rodovias,25,4,ABRIL,2020,2020.04,SÁBADO,12:20:00,TARDE,CUBATAO,Baixada Santista,SP 150,"57,0",ESTADUAL,CONCESSIONÁRIA,ECOVIAS,PUBLICO,-23.903878076871344,-46.42598005801911,MOTOCICLETA,CONDUTOR,VIA,COLISAO,LATERAL,Mesmo dia,MASCULINO,18-24,21.0,CAMINHAO
70309,905,2020,2020-04-25,2020-04-25,Rodovias,25,4,ABRIL,2020,2020.04,SÁBADO,21:16:00,NOITE,ARTUR NOGUEIRA,Campinas,SP 332,"154,1",ESTADUAL,CONCESSIONÁRIA,ROTA DAS BANDEIRAS,PUBLICO,-22.56935650498564,-47.17364263054413,AUTOMOVEL,CONDUTOR,VIA,CHOQUE,DEFENSA / BARREIRA,Mesmo dia,MASCULINO,40-44,41.0,AUTOMOVEL
100908,1015,2020,2020-04-25,2020-04-25,Rodovias,25,4,ABRIL,2020,2020.04,SÁBADO,11:00:00,MANHA,ARARAQUARA,Central,SP 255,"78,0",ESTADUAL,CONCESSIONÁRIA,VIAPAULISTA,PUBLICO,-21.793364507126853,-48.13213546453248,PEDESTRE,PEDESTRE,VIA,ATROPELAMENTO,CRUZANDO A VIA,Mesmo dia,MASCULINO,75-79,76.0,AUTOMOVEL
70946,1488,2020,2020-04-25,2020-04-25,Rodovias,25,4,ABRIL,2020,2020.04,SÁBADO,22:17:00,NOITE,JUNDIAI,Campinas,SP 348,"61,25",ESTADUAL,CONCESSIONÁRIA,AUTOBAN,PUBLICO,-23.16681567804299,-46.94267176404217,PEDESTRE,PEDESTRE,VIA,NAO DISPONIVEL,NAO DISPONIVEL,Mesmo dia,MASCULINO,NAO DISPONIVEL,,NAO DISPONIVEL
70808,384,2020,2020-04-25,2020-04-25,Rodovias,25,4,ABRIL,2020,2020.04,SÁBADO,18:50:00,NOITE,PIRASSUNUNGA,Campinas,SP 330,"205,7",ESTADUAL,CONCESSIONÁRIA,INTERVIAS,PUBLICO,-22.038114693989435,-47.43226448215631,PEDESTRE,PEDESTRE,ESTABELECIMENTO DE SAUDE,ATROPELAMENTO,ANDANDO NA VIA / ACOSTAMENTO,Mesmo dia,MASCULINO,40-44,42.0,AUTOMOVEL
